stop_id,stop_name,stop_lat,stop_lon,stop_code
751,Tamar Dr @ Hayshed Ln,39.20957245,-76.81593699,751
752,Tamar/Hayshed Ln,39.20972968,-76.81577443,752
753,Long Reach,39.20728565,-76.81494521,753
754,Cloudleap,39.20804227,-76.81628282,754
755,Tamar/Flamepool,39.210708,-76.82390776,755
756,Tamar/Flamepool,39.21066653,-76.8241165,756
757,Thunderhill Rd @ Longlook Ln,39.2154308,-76.84055623,757
758,Thunderhill Rd @ Longlook Ln,39.21530687,-76.840415,758
759,Thunder Hill Rd @ Oakland Mills Rd,39.21841656,-76.84044933,759
760,Thunder Hill Rd @ Twin Knolls Rd,39.2191513,-76.8400882,760
761,Oakland Mills Rd @ Snowden River Pkwy,39.1795848,-76.82825077,761
762,Oakland Mills Rd @ Snowden River Pkwy,39.17938482,-76.82832145,762
763,Oceano Dr @ Assateaque Dr,39.15820395,-76.78034888,763
764,Long Reach High School,39.20562935,-76.81226943,764
765,Old Dobbin Ln @ Millrace Ct,39.20179364,-76.81299112,765
766,Parkview at Owen Brown,39.18842321,-76.84224098,766
768,Patuxent Range Rd @ Bristol Ct,39.14991944,-76.80154867,768
770,Patuxent Range Rd @ Dorsey Run Rd,39.14581829,-76.79234195,770
771,Patuxent Range Rd @ Stayton Dr,39.14901284,-76.8000115,771
772,Patuxent Range Rd @ Stayton Dr,39.14870292,-76.79921157,772
773,Phelps Luck Dr @ Billow Row,39.22059721,-76.8245795,773
774,Phelps Luck Dr @ Halflight Garth,39.22105144,-76.82420133,774
775,Main St @ Rogers Ave,39.26880043,-76.80959983,775
776,Florence Bain Senior Center,39.22319893,-76.8883223,776
777,Dorsey Rd @ Ridge Rd,39.15960467,-76.71401065,777
778,Assateaque Dr @ Conowingo Dr,39.16289318,-76.78238119,778
779,Dorsey Rd @ Ridge Rd,39.15892186,-76.71310204,779
783,Washington Blvd @ Laurel  Ave,39.1013611,-76.84654254,783
790,Laurel Mall,39.09405619,-76.86017695,790
792,BWI Amtrak/MARC Station,39.19254659,-76.6942745,792
793,BWI Business District Light Rail Station,39.19145948,-76.67312868,793
794,BWI Airport,39.18180782,-76.66926834,794
795,Thunder Hill Rd @ Timesweep Ln,39.21222266,-76.84140626,795
796,Thunder Hill Rd @ White Acre Rd,39.21178361,-76.84175945,796
797,White Acre Rd @ Basket Ring Dr,39.212077,-76.84546272,797
798,White Acre Rd @ Basket Ring Dr,39.21216891,-76.84569389,798
799,Toll House Rd @ Manahan Dr,39.26602635,-76.81852576,799
800,Toll House Rd @ Manahan Dr,39.26599796,-76.81835838,800
801,Toll House Rd @ Old Columbia Pike,39.2575374,-76.81814023,801
802,Toll House Rd @ Old Columbia Pike,39.25745807,-76.818281,802
803,Town and Country Blvd @ Rogers Ave,39.28719138,-76.81117696,803
804,Seneca Dr @ Martin Rd,39.19000756,-76.87250807,804
805,Town and Country Blvd @ Rogers Ave,39.28706284,-76.81119591,805
806,Town and Country Blvd @ North Ridge Rd,39.28724691,-76.81994909,806
807,Town and Country,39.28718013,-76.81625486,807
808,Washington Blvd @ Troy Hill Dr,39.19513917,-76.74637967,808
809,Washington Blvd @ Troy Hill Dr,39.19349916,-76.74937287,809
810,Twin Rivers Rd @ Faulkner Ridge Cir,39.22056221,-76.87768577,810
811,Twin Rivers,39.21970205,-76.87942958,811
812,Cross Fox,39.21951886,-76.87944436,812
813,Twin Rivers Rd @ Trumpeter Rd,39.21942243,-76.87037384,813
814,Wilde Lake Interfaith Center,39.21914991,-76.87026484,814
815,Windstream Dr @ Loop Rd,39.21940701,-76.86109555,815
816,Washington Blvd @ Kit Kat Rd,39.17755773,-76.7730304,816
819,Washington Blvd @ Cooney Ln,39.182885,-76.76558277,819
820,Washington Blvd @ Cedar Ave,39.16759552,-76.7894428,820
829,Washington Blvd @ Meadowridge Rd,39.18362106,-76.76398827,829
830,Washington Blvd @ Meadowridge Rd,39.18385358,-76.76413824,830
832,Washington Blvd @ Montevideo Rd,39.17493183,-76.77768331,832
833,Columbia Rd @ Brook Way,39.22950283,-76.85407424,833
834,Washington Blvd @ Blue Stream Dr,39.17688562,-76.77451607,834
835,Baltimore National Pike @ St Johns Ln,39.27725962,-76.82770231,835
836,Santa Barbara Rd @ Selnick Dr,39.19036064,-76.75054352,836
837,Vollmerhausen Rd @ Birchwood Way,39.14927833,-76.818205,837
841,Walmart @ N Ridge Rd,39.28264445,-76.81998454,841
843,Wilde Lake Village Center,39.22014725,-76.87486503,843
844,Murray Hill Rd @ Guilford Rd,39.16683263,-76.85117944,844
846,Old Annapolis Rd @ Bendix Rd,39.23473604,-76.83060852,846
847,Old Annapolis Rd @ Mellonbrook Rd,39.23458934,-76.83084651,847
848,Martin Rd @ High Bench,39.18825615,-76.87278071,848
849,Loop Rd @ Legg Mason,39.21306753,-76.86345158,849
850,Loop Rd @ Mall Access Rd,39.21292601,-76.86336922,850
851,Longwood Apts,39.20530548,-76.81733817,851
852,Long Gate Shopping Center,39.25195541,-76.81662293,852
853,Long Gate Shopping Center,39.25020923,-76.816027,853
854,North Chatham Rd @ Baltimore National Pike,39.27838832,-76.83197867,854
855,Chatham,39.27939189,-76.83197009,855
856,North Chatham Rd @ Paulskirk Dr,39.28157574,-76.83190393,856
857,Monarch Mills,39.17165161,-76.8305513,857
858,Carters Cove,39.17129352,-76.83075139,858
859,Oakland Mills Rd @ Malindy Cir,39.19310296,-76.83292267,859
860,Oakland Mills Rd @ Malindy Cir,39.19301074,-76.83305506,860
861,Oakland Mills Rd @ Berger Rd,39.17682075,-76.82778152,861
862,Oakland Mills Rd @ Berger Rd,39.17678978,-76.82802936,862
863,Oakland Mills Rd @ Cartersville Rd,39.1696462,-76.83069957,863
864,Guilford Elementary School,39.16938085,-76.83057529,864
865,Oakland Mills Rd @ Dawn Day Dr,39.20092462,-76.83468986,865
866,Oakland Mills Rd @ Dobbin Rd,39.1847886,-76.82723565,866
867,Oakland Mills Rd @ Dobbin Rd,39.18440415,-76.82698569,867
868,Oakland Mills Rd @ Fairmead Ln,39.1974279,-76.83486219,868
869,Oakland Mills Rd @ Loring Dr,39.19716571,-76.83469757,869
870,Oakland Mills Rd @ Farewell Rd,39.20343357,-76.83435251,870
871,Oakland Mills Rd @ Farewell Rd,39.20349277,-76.83416751,871
872,Oakland Mills Rd @ Oak Hill Ln,39.18319534,-76.82570012,872
873,Oakland Mills Rd @ Oak Hill Ln,39.18305335,-76.82585947,873
874,Oakwood Business Center,39.17536869,-76.82938518,874
875,Oakwood Business Center,39.17589553,-76.82864372,875
876,Oakland Mills Rd @ Sewells Orchard Dr,39.20094608,-76.83452045,876
877,Amtrak Way @ Aviation Blvd,39.18529637,-76.69032437,877
878,Amtrak Way @ Aviation Blvd,39.18539315,-76.6907638,878
880,Dorsey Rd @ Candlewood Dr,39.15839424,-76.70354414,880
881,Dorsey Rd @ Candlewood Rd,39.15859,-76.70408,881
882,Dorsey Rd @ Ashton Rd,39.15855313,-76.70843827,882
883,Dorsey Rd @ Leeds Rd,39.15838926,-76.70846936,883
885,Ellicott City Senior Center,39.27189814,-76.83813866,885
886,Clocktower Ln @ Softwater Way,39.1633307,-76.84672158,886
887,Old Columbia Rd @ Guilford Rd,39.17659547,-76.86786582,887
888,Columbia Crossing Center @ Old Navy,39.19826638,-76.81466095,888
889,Columbia Crossing Center @ LaMadeline,39.19679453,-76.81531124,889
891,Dobbin Center @ Ross,39.19418932,-76.8188248,891
892,Dobbin Center @ CapitalOne Bank,39.19538322,-76.81768895,892
893,Gateway,39.18327475,-76.80179938,893
894,Columbia Gateway Dr @ McAdam DR,39.18154889,-76.7995132,894
895,Columbia Gateway Dr @ Benjamin Franklin Dr,39.17784433,-76.8003062,895
896,Columbia Gateway Dr @ Albert Einstein Dr,39.17386151,-76.80286517,896
897,Columbia Gateway Dr @ Samuel Morse Dr,39.17240791,-76.80673107,897
898,Columbia Gateway Dr @ Thomas Edison Dr,39.1792229,-76.80685295,898
899,7172 Columbia Gateway Dr,39.18169379,-76.8049166,899
900,Howard County Health Department,39.18231463,-76.80378023,900
902,Howard County Department of Social Services,39.1790579,-76.81013128,902
903,Columbia Gateway Dr @ Robert Fulton Dr,39.17461745,-76.80957122,903
904,Parkview Apts,39.19985947,-76.80944679,904
905,Dobbin Rd @ Snowden River Pkwy,39.19674604,-76.81109914,905
906,Restaurant Park,39.18679797,-76.80116075,906
908,Lark Brown Rd @ Old Waterloo Rd,39.1885109,-76.79131686,908
909,Lark Shopping Center,39.18273079,-76.78713482,909
910,Old Waterloo Rd @ Pirch Way,39.18779527,-76.79014704,910
911,Lark Brown Rd @ Old Waterloo Rd,39.18866194,-76.79266492,911
912,Lark Brown Rd @ Waterloo Rd,39.1887998,-76.79567439,912
913,Tamar Dr @ Snowden River Pkwy,39.20739366,-76.8071575,913
914,Tamar Dr @ Old Dobbin Ln,39.20732037,-76.8120109,914
915,Tamar Dr @ Old Dobbin Ln,39.2071894,-76.81201641,915
916,Tamar Dr @ Snowden River Pkwy,39.20726708,-76.80739332,916
917,Frederick Rd @ Saint Johns Ln,39.27157302,-76.82543255,917
919,Baltimore National Pike @ St Johns Ln,39.27679308,-76.82626642,919
920,Frederick Rd @ Saint Johns Ln,39.27142118,-76.82544843,920
921,Anne Arundel Community College at Arundel Mall,39.16222773,-76.72456362,921
922,MSA The Child and Adolescent Center,39.17407933,-76.85799728,922
925,Snowden Square,39.18262635,-76.81770514,925
926,Marie Curie Dr @ Gateway Overlook Dr,39.18668291,-76.79499489,926
927,Little Patuxent Pkwy @ While Cord Way,39.21246829,-76.90045081,927
928,Shaker Dr @ Seneca Farm Rd,39.18934074,-76.86895935,928
931,Tamar Dr @ Carriage House Ln,39.20671507,-76.82647591,931
932,MD Wholesale Food Market,39.16804103,-76.78476438,932
933,Piney Orchard Pkwy @ Odenton Rd,39.08570353,-76.69989735,933
934,Robinson Nature Park,39.1898118,-76.89478927,934
936,Tamar Dr @ Carriage House Ln,39.20687018,-76.82649516,936
937,Snowden Square,39.18255958,-76.81788377,937
938,Whitaker Rd @ Shirley Murphy Ct,39.13667664,-76.57296852,938
939,Rogers Ave @ Oak West Dr,39.27996601,-76.80857427,939
940,Cherry Ln @ 4th St,39.09203257,-76.86183358,940
941,4th St @ Green Hill Ave,39.09611314,-76.85753351,941
942,Phelps Luck Dr @ Thurso Ct,39.21850227,-76.82340501,942
943,Phelps Luck Dr @ Thurso Ct,39.21859036,-76.82374671,943
944,Columbia Crossing Center @ Target,39.1965706,-76.81243174,944
945,Stanford Blvd @ Stanford Blvd,39.19173581,-76.81705707,945
946,Stanford Blvd @ Stanford Blvd,39.19163457,-76.81706146,946
947,Robert Fulton Dr @ Columbia Gateway Dr,39.1759041,-76.81318413,947
948,Robert Fulton Dr @ Columbia Gateway Dr,39.17592182,-76.8127061,948
949,Campus Dr @ Hickory Ridge Rd,39.21098117,-76.8792347,949
950,Campus Dr @ Hickory Ridge Rd,39.21099542,-76.87902501,950
951,Little Patuxent Pkwy @ Lone Tree Ct,39.20691698,-76.89981721,951
952,Cedar Ln @ Little Patuxent Pkwy,39.21600919,-76.88768904,952
953,Sunny Spring Rd @ Misty Arch Run,39.20800579,-76.88492029,953
957,Little Patuxent Pkwy @ Banneker Rd,39.21416543,-76.87154338,957
958,Little Patuxent Pkwy @ Harpers Farm Rd,39.21575939,-76.87733528,958
960,Shaker Dr @ Seneca Farm Rd,39.18947272,-76.86841908,960
961,Thunder Hill Rd @ Mirrorlight Pl,39.21757398,-76.84068261,961
962,Waterloo Park,39.18574584,-76.78812629,962
963,Lark Brown Rd @ Marie Curie Dr,39.18856931,-76.79390838,963
964,Murray Hill Rd @ Guilford Rd,39.16648796,-76.85121526,964
965,Washington Blvd @ Prince George St,39.10321149,-76.84456979,965
966,Washington Blvd @ Corridor Rd,39.13544254,-76.81465953,966
967,Washington Blvd @ Gorman Rd,39.13037514,-76.81965687,967
968,Washington Blvd @ Howard St,39.13557916,-76.81568992,968
969,Patuxent Range Rd @ Bristol Ct,39.15003498,-76.80144825,969
970,North Chatham Rd @ Paulskirk Dr,39.28152942,-76.83209944,970
971,Town and Country Blvd @ West Springs Dr,39.28703087,-76.8158613,971
972,Town and Country Blvd @ North Ridge Rd,39.28711173,-76.81982432,972
973,Long Gate Shopping Center @ Long Gate Pkwy,39.249749,-76.81614497,973
974,Long Gate Shopping Center,39.25185668,-76.81668932,974
975,Columbia 100 PKWY @ Blue Wing Ct,39.23385283,-76.81608176,975
976,Dorsey Hall Dr @ Pediatric Medical Center Entrance,39.24308928,-76.83789428,976
977,Columbia Rd @ Brook Way,39.2296026,-76.85418562,977
978,Columbia Rd @ April Journey Rd,39.23110049,-76.84856215,978
979,Parkview at Owen Brown @ Cradlerock Way,39.18861704,-76.84237065,979
981,Lincoln Tech,39.17572913,-76.83764213,981
982,Washington Blvd @ Loudon Ave,39.19817971,-76.74011798,982
983,Washington Blvd @ Loudon Ave,39.19838244,-76.74022361,983
984,Washington Blvd @ Ducketts Ln,39.19692348,-76.74289631,984
985,Washington Blvd @ Port Capital Dr,39.17470846,-76.77853982,985
986,Washington Blvd @ Fleming St,39.16297217,-76.79317953,986
987,Washington Blvd @ Fleming St,39.16276448,-76.79296751,987
988,Washington Blvd @ Cooney Ln,39.18191061,-76.7665379,988
989,Pilgrim Ave @ Harvest Way,39.11110676,-76.85402062,989
990,Harvest Way @ Cabot Ct,39.1133896,-76.85398912,990
991,Harvest Way @ Cross Timbers Ct,39.11382105,-76.85394079,991
992,Harvest Way @ All Saints Rd,39.11494667,-76.855845,992
993,Harvest Way @ All Saints Rd,39.114795,-76.855715,993
996,8th St @ Montrose Ave,39.10054038,-76.85777993,996
997,BWI Airport @ Friendship Rd,39.18133914,-76.67205295,997
998,Guilford Rd @ Glen Oaks Ln,39.16353334,-76.82985333,998
1000,Stanford Blvd @McGaw Rd,39.18735024,-76.81898598,1000
1001,Wegmans Columbia,39.18717968,-76.81875962,1001
1003,Little Patuxent Pkwy @ Governor Warfield Pkwy,39.21297121,-76.86847371,1003
1004,Hickory Ridge Village Center,39.19393876,-76.88365951,1004
1005,Harpers Farm Rd @ Gloucester Rd,39.22153833,-76.88365281,1005
2002,Casaurina Way @ Warm Spring Way,39.0693083,-76.71025418,2002
2003,Casaurina Way @ Warm Spring Way,39.0697257,-76.70977972,2003
2004,Casaurina Way @ Stream Valley Dr,39.06656694,-76.71392818,2004
2005,Casaurina Way @ Stream Valley Dr,39.06668506,-76.71403111,2005
2006,Contee Rd @ Town Center Blvd,39.07369333,-76.84837,2006
2007,Cradlerock Way @ Broken Staff,39.18572833,-76.84891,2007
2008,ITT Technical Institute,39.17107576,-76.72637092,2008
2009,Gorman Rd @ Rock Ripple Ln,39.133495,-76.83504,2009
2010,Gorman Rd @ Rock Ripple Ln,39.13331,-76.83534,2010
2011,Johns Hopkins Rd @ Lowell Ct,39.02583493,-76.67696281,2011
2013,Marshall Ave @ Laurel College,39.0977364,-76.8528746,2013
2014,Montgomery St @ St Marys Pl,39.10664,-76.85630333,2014
2015,Nantucket Dr @ Lewistown Dr,39.03151231,-76.67641734,2015
2019,Natl Business Pkwy @ Sentinel Way,39.12795787,-76.77101702,2019
2020,Natl Business Pkwy @ Sentinel Dr,39.12655019,-76.77392432,2020
2021,Natl Business Pkwy @ Technology Dr,39.12277049,-76.7759631,2021
2022,Natl Business Pkwy @ Technology Dr,39.1228898,-76.77620729,2022
2023,Old Annapolis Rd @ Greensboro South,39.09725374,-76.8119857,2023
2027,Piney Orchard Pkwy @ Odenton Rd,39.08568706,-76.69921765,2027
2028,Piney Orchard Pkwy @ Roaming Ridge Way,39.06739302,-76.7189369,2028
2029,Piney Orchard Pkwy @ Still Forest Rd,39.06957144,-76.7132275,2029
2031,Piney Orchard Pkwy @ Stream Valley Dr,39.06852301,-76.71502263,2031
2032,Piney Orchard Pkwy @ Stream Valley Dr,39.06847027,-76.71571566,2032
2033,Piney Orchard Pkwy @ Waugh Chapel Rd,39.07157993,-76.71235508,2033
2034,Piney Orchard Pkwy @ Waugh Chapel Rd,39.07219312,-76.71153858,2034
2035,Reece Rd @ Youth Services Building,39.11519437,-76.7209522,2035
2036,Reece Rd @ Youth Services Building,39.11552799,-76.72031925,2036
2037,Riedel Rd @ Vineyard Ln,39.0283931,-76.67494092,2037
2038,Route 175 @ 20th St,39.11800415,-76.72983021,2038
2039,Route 175 @ Blue Water Blvd,39.10056237,-76.72054189,2039
2040,Route 175 @ Gateway Blvd,39.0797327,-76.68656273,2040
2041,Route 175 @ Gateway Blvd,39.08014149,-76.68687955,2041
2042,Route 175 @ Llewellyn Ave,39.100765,-76.72082667,2042
2043,Route 175 @ Lokus Rd,39.09020167,-76.707175,2043
2044,Route 175 @ Odenton Shopping Ctr,39.08129455,-76.68919108,2044
2045,Route 175 @ Town Center Blvd,39.08997833,-76.70683833,2045
2046,Route 197 @ Bowie Rd,39.089035,-76.84646415,2046
2047,Strawberry Lake Way @ Piney Orchard Pkwy,39.06375666,-76.72199219,2047
2048,Strawberry Lake Way @ Stream Valley Dr,39.06159007,-76.71795071,2048
2049,Strawberry Lake Way @ Stream Valley Dr,39.06158408,-76.71769645,2049
2050,Stream Valley Dr @ Summer Ridge Rd,39.06446424,-76.71602148,2050
2051,Stream Valley Dr @ Summer Ridge Rd,39.0641274,-76.71604586,2051
2052,US 1 @ Bowie Rd,39.09753852,-76.8505689,2052
2055,Village at Waugh Chapel,39.040534,-76.67713231,2055
2056,Village at Waugh Chapel,39.04031216,-76.67721342,2056
2058,Waugh Chapel Rd @ Dairy Farm Rd,39.0608443,-76.69700359,2058
2059,Waugh Chapel Rd @ Dairy Farm Rd,39.06112088,-76.69681783,2059
2060,Waugh Chapel RD @ Old Waugh Chapel Rd,39.06753171,-76.70611954,2060
2061,Waugh Chapel Rd @ Four Seasons Elm ,39.0518806,-76.69500437,2061
2062,Waugh Chapel Rd @ Four Seasons Elm ,39.05202345,-76.69491709,2062
2063,Waugh Chapel Rd @ Strawberry Lake Way,39.06349917,-76.70000603,2063
2064,Waugh Chapel Rd @ Strawberry Lake Way,39.06349229,-76.70070713,2064
2065,Waugh Chapel Rd @ Summerhill Dr,39.05610271,-76.69682898,2065
2066,Waugh Chapel Rd @ Summerhill Dr,39.05615223,-76.69651636,2066
